Name,Platform,Size,Date,Plus,,
The Torn-Away Pack,PS4,N/A,3/7/2017,Yes,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fgs2-sec.ww.prod.dl.playstation.net%2Fgs2-sec%2Facpkgo%2Fprod%2FCUSA01607_00%2F6%2Fi_f1183f2d232a46088a80aef92afed761a6471d091970557394fe3be15064bc4a%2Fi%2Ficon0.png&sign=7534bf389af3275cba913c923d90d507944b31e7,
Assassin’s Creed® Chronicles: China,PS4,2.93GB,3/26/2017,,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fgs2-sec.ww.prod.dl.playstation.net%2Fgs2-sec%2Fappkgo%2Fprod%2FCUSA01347_00%2F2%2Fi_23147158216360bb037764ed020aabe86f8e0cdbee4f88d8fb1ee714b8f31f20%2Fi%2Ficon0.png&sign=6968163bdfc61cf401d452597b7e20dc2e2b3a25,
Assassin’s Creed® Chronicles: India,PS4,3.36GB,3/26/2017,,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fgs2-sec.ww.prod.dl.playstation.net%2Fgs2-sec%2Fappkgo%2Fprod%2FCUSA01348_00%2F1%2Fi_1e3febccc2ac3d520dd4accf655ea5e933d672fb78705151b9d11b5306c94382%2Fi%2Ficon0.png&sign=51dafedc01f84e0ec47858a61dc5847d4f995a75,
Assassin's Creed Chronicles Trilogy,PS Vita,2.84GB,3/26/2017,,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fapollo.dl.playstation.net%2Fcdn%2FUP0001%2FPCSE00700_00%2FmccOtXE99zBe74JLAMYFAnkV5ysMDL8T.png&sign=4eae3505243a307036402163dae8e911c8234a38,
Assassin’s Creed® Chronicles: Russia,PS4,4.69GB,3/26/2017,,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fgs2-sec.ww.prod.dl.playstation.net%2Fgs2-sec%2Fappkgo%2Fprod%2FCUSA01349_00%2F1%2Fi_61ea39f1ef48430faf47cb31ba2f999dada852469a07e493ee58ed20dfe9136a%2Fi%2Ficon0.png&sign=0820e0ced4af46ecd8af8db4fb8993b0221830e2,
Lovers in a Dangerous Spacetime,PS4,858.31MB,4/26/2017,Yes,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fgs2-sec.ww.prod.dl.playstation.net%2Fgs2-sec%2Fappkgo%2Fprod%2FCUSA04075_00%2F2%2Fi_c759061e6cac9eabd772faf26823172b000166589a931525be67c181380ab5cc%2Fi%2Ficon0.png&sign=36b7c5ddbace6a60e31091b2fb26ae367b3765f4,
Curses 'N Chaos,PS4,176.19MB,4/26/2017,Yes,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fgs2-sec.ww.prod.dl.playstation.net%2Fgs2-sec%2Fappkgo%2Fprod%2FCUSA02638_00%2F5%2Fi_686c13926cb4713f7cbc4cf687d360699a8abf3feefe960edd967d7ae3396061%2Fi%2Ficon0.png&sign=0ffa60e5d61c6c69d839c256ec705b4f9b47d5fb,
10 Second Ninja X,PS4,319.63MB,4/26/2017,Yes,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fgs2-sec.ww.prod.dl.playstation.net%2Fgs2-sec%2Fappkgo%2Fprod%2FCUSA04748_00%2F2%2Fi_03b6a1629d32b51bedc96ebb097775a08ea3d576b66168b6c01013c89feabe8a%2Fi%2Ficon0.png&sign=7afa398aed9f9a3bc469061b8e3d01c64c34c3a1,
Drawn to Death™,PS4,2.37GB,4/26/2017,Yes,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fgs2-sec.ww.prod.dl.playstation.net%2Fgs2-sec%2Fappkgo%2Fprod%2FCUSA06186_00%2F4%2Fi_c50d1bc29203560ca549cbd12522c401675cc32e12fbbb495e72a4846b112a04%2Fi%2Ficon0.png&sign=9ee69be39253b546d0cd2b830542945399c0b267,
ABZÛ,PS4,1.79GB,5/21/2017,Yes,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fgs2-sec.ww.prod.dl.playstation.net%2Fgs2-sec%2Fappkgo%2Fprod%2FCUSA03349_00%2F2%2Fi_83361750e77eade5e6a53c7191f016f2c92ff9090270ba566b9b7701c9e08396%2Fi%2Ficon0.png&sign=d94700f42dfcee990e74d790d4cf37a2941096d7,
Type:Rider,PS4,453.81MB,5/21/2017,Yes,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fgs2-sec.ww.prod.dl.playstation.net%2Fgs2-sec%2Fappkgo%2Fprod%2FCUSA04026_00%2F6%2Fi_44610f88a79fdb652749deef18e4ca0d4f1446d46f1715f8179487c29eb666bb%2Fi%2Ficon0.png&sign=2a91b07d1d3942ae9979506150b3730d667ae571,
Laser Disco Defenders,PS4,412.69MB,5/21/2017,Yes,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fgs2-sec.ww.prod.dl.playstation.net%2Fgs2-sec%2Fappkgo%2Fprod%2FCUSA05146_00%2F5%2Fi_89b12fe2519447cc4313d345a667f375b4348a3118e2ad14df1fd7b2b6419c5d%2Fi%2Ficon0.png&sign=a3a4f0968f78207e79c6eb8a35a969288e27a821,
GRID 2 Free Peak Performance Car,PS3,22.68MB,5/22/2017,,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fapollo.dl.playstation.net%2Fcdn%2FUP4001%2FBLUS31055_00%2FYRwIPNmLoxKVwPNirpVo0BKhsP7lAux5.png&sign=7dcbb44f1f7301da84fc416e58ce7d967aaeaeb9,
GRID 2™ Demolition Derby Pack,PS3,113.42MB,5/22/2017,,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fapollo.dl.playstation.net%2Fcdn%2FUP4001%2FBLUS31055_00%2F0UMgbm6Py4GjcjVmAo9wSNUIYb54Fqr4.png&sign=58c5d175355ae287f1b345ce3e3f9504e9543b68,
GRID 2 Free Super Modified Car,PS3,17.29MB,5/22/2017,,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fapollo.dl.playstation.net%2Fcdn%2FUP4001%2FBLUS31055_00%2FBY1OVXmH08F0TD7GKnK5NWzbcplfwgid.png&sign=e6aa00dbeef229b0c5698d618553f748daa53492,
Call of Duty®: Black Ops™,PS3,17.79GB,5/28/2017,,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fapollo.dl.playstation.net%2Fcdn%2FUP0002%2FNPUB30584_00%2F9HJbPWoGN9r7AzhhwD89v1JnPlz7633v.png&sign=35e56c4d338a8620f3dbaa8aa1886a647d75fe0d,
Call of Duty®: Black Ops™ First Strike,PS3,1.66GB,5/28/2017,,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fapollo.dl.playstation.net%2Fcdn%2FUP0002%2FNPUB30584_00%2F9HJbPWoGN9r7AzhhwD89v1JnPlz7633v.png&sign=35e56c4d338a8620f3dbaa8aa1886a647d75fe0d,
Call of Duty®: Black Ops - World at War Zombies Map Pack,PS3,1.05GB,5/28/2017,,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fapollo.dl.playstation.net%2Fcdn%2FUP0002%2FNPUB30584_00%2F9HJbPWoGN9r7AzhhwD89v1JnPlz7633v.png&sign=35e56c4d338a8620f3dbaa8aa1886a647d75fe0d,
Call of Duty®: Black Ops™ Escalation: Content Pack 2,PS3,2.3GB,5/28/2017,,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fapollo.dl.playstation.net%2Fcdn%2FUP0002%2FNPUB30584_00%2F9HJbPWoGN9r7AzhhwD89v1JnPlz7633v.png&sign=35e56c4d338a8620f3dbaa8aa1886a647d75fe0d,
Call of Duty®: Black Ops™ Annihilation: Content Pack 3,PS3,1.62GB,5/28/2017,,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fapollo.dl.playstation.net%2Fcdn%2FUP0002%2FNPUB30584_00%2F9HJbPWoGN9r7AzhhwD89v1JnPlz7633v.png&sign=35e56c4d338a8620f3dbaa8aa1886a647d75fe0d,
Neon Chrome,PS4,134.31MB,6/6/2017,Yes,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fgs2-sec.ww.prod.dl.playstation.net%2Fgs2-sec%2Fappkgo%2Fprod%2FCUSA03505_00%2F2%2Fi_fd5fefe1e9835107cb7591ca47a880bf962120ae1f0429f0c3c9617980e6fc8c%2Fi%2Ficon0.png&sign=44a4af32ce75b07906035f44e5d38dfa48515ade,
Killing Floor 2,PS4,8.97GB,6/6/2017,Yes,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fgs2-sec.ww.prod.dl.playstation.net%2Fgs2-sec%2Fappkgo%2Fprod%2FCUSA02134_00%2F9%2Fi_e328dbb4ee6d9d81bfe5384b79ff880492eab4c55f937c13f1e069621912fcb3%2Fi%2Ficon0.png&sign=60a0c1de8fbf962ad0acf05229228d86e36d030b,
Life Is Strange™,PS4,1.88GB,6/6/2017,Yes,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fgs2-sec.ww.prod.dl.playstation.net%2Fgs2-sec%2Fappkgo%2Fprod%2FCUSA01442_00%2F2%2Fi_e3348f40ecee98fafff2eac8626cc2ef5852f0cee018c9c4ed78c0d2946d527b%2Fi%2Ficon0.png&sign=11ee75bdf873c485f0fb42c2bfb60a3c48bcab85,
Spy Chameleon,PS4,178.38MB,6/6/2017,Yes,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fgs2-sec.ww.prod.dl.playstation.net%2Fgs2-sec%2Fappkgo%2Fprod%2FCUSA05722_00%2F1%2Fi_4e8ffdb12e5df5c33cbfa4f14e5b0e9a57690b8f92fe13b29d0786251bf5118e%2Fi%2Ficon0.png&sign=8d6f3a406fb1e782864ab5106c212790e1a4d92d,
Head Kick Spotlight Move,PS4,N/A,7/3/2017,,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fgs2-sec.ww.prod.dl.playstation.net%2Fgs2-sec%2Facpkgo%2Fprod%2FCUSA00190_00%2F70%2Fi_821f5cec38debf7cbfe173004c44be8218085a08d74d6af4778c462ead6d353a%2Fi%2Ficon0.png&sign=f5a321976d5e8652d1244b40c3847e936be69cbe,
Finger Breaker Spotlight Move,PS4,N/A,7/3/2017,,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fgs2-sec.ww.prod.dl.playstation.net%2Fgs2-sec%2Facpkgo%2Fprod%2FCUSA00190_00%2F71%2Fi_c566b7ae6ba4c7e13e0807bb9d566b8abe8c4faa5f991f9baa96045b105d1624%2Fi%2Ficon0.png&sign=980b1eb8080df6d90af36f068956e4422c7dea26,
Insurgent expansion pack,PS4,N/A,7/3/2017,,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fgs2-sec.ww.prod.dl.playstation.net%2Fgs2-sec%2Facpkgo%2Fprod%2FCUSA00190_00%2F69%2Fi_a9df6585a93a9089df90abc1e152638ecb7caba3c0c7a54f552f0d7b833005be%2Fi%2Ficon0.png&sign=afa492a3eef0a47d627198dfb7bd2dd3f121f424,
Bomber Automata Skin,PS4,N/A,7/3/2017,,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fgs2-sec.ww.prod.dl.playstation.net%2Fgs2-sec%2Facpkgo%2Fprod%2FCUSA00190_00%2F62%2Fi_5c8212b9c9982b14a36e9775aafcc1c05c7ec803b9ed7c549cb4bab40868d8e7%2Fi%2Ficon0.png&sign=35300a016c60d13b65273ae55ff85629234d9ed5,
C4 Spotlight Move,PS4,N/A,7/3/2017,,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fgs2-sec.ww.prod.dl.playstation.net%2Fgs2-sec%2Facpkgo%2Fprod%2FCUSA00190_00%2F72%2Fi_640aca8a13bdc8a573a6171e667b09bb9588c8c5bd7db9fb71c084f05ce7a493%2Fi%2Ficon0.png&sign=49336e3e7096934273f16a6830229b1aaca78843,
Killzone™ Shadow Fall Intercept Online Co-Op Expansion,PS4,2.3GB,7/3/2017,,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fgs2-sec.ww.prod.dl.playstation.net%2Fgs2-sec%2Facpkgo%2Fprod%2FCUSA00190_00%2F113%2Fi_6617ccda0cfef51b728f6177a83d8e01e1d91c4413022ec3696ad3a69deeee2a%2Fi%2Ficon0.png&sign=773b64b167e04a93de5f627886cd838b622038b6,
Game of Thrones,PS4,2.42GB,7/5/2017,Yes,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fgs2-sec.ww.prod.dl.playstation.net%2Fgs2-sec%2Fappkgo%2Fprod%2FCUSA01402_00%2F11%2Fi_6707511b4bc631650ca61f8ac6e9b288a36d2bd7c6ac254a9148aaec3d55c133%2Fi%2Ficon0.png&sign=7cf492c7e5bef2e3e0aadb9c2b9f0225fd1317d6,
Until Dawn™,PS4,35.25GB,7/5/2017,Yes,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fgs2-sec.ww.prod.dl.playstation.net%2Fgs2-sec%2Fappkgo%2Fprod%2FCUSA00359_00%2F2%2Fi_9b1fa86867bd023cdcd709cbe1c4d8e31eb047fce8be52130fa13b716f1da658%2Fi%2Ficon0.png&sign=07a9941991948ce9e9218df60629a99c6ae0f50c,
Don't Die Mr Robot,PS4,75.94MB,7/5/2017,Yes,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fgs2-sec.ww.prod.dl.playstation.net%2Fgs2-sec%2Fappkgo%2Fprod%2FCUSA03000_00%2F2%2Fi_b1262e106f867bc18fe8fed7c5b471a5e4cd80ae75b946ae0eab4aa536f876ce%2Fi%2Ficon0.png&sign=85d9801928999f2d54f03731274ad3389a083e4c,
Game of Thrones: Episode Three,PS4,1.84GB,7/5/2017,,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fgs2-sec.ww.prod.dl.playstation.net%2Fgs2-sec%2Facpkgo%2Fprod%2FCUSA01402_00%2F39%2Fi_496e92c985f42e1d569e1c932302e9492b35eaa6ab1d0ecc669f9f160688f358%2Fi%2Ficon0.png&sign=39a7d7a40ee90ea5a03e17bd91c15425f6926149,
Game of Thrones: Episode Six,PS4,3.08GB,7/5/2017,,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fgs2-sec.ww.prod.dl.playstation.net%2Fgs2-sec%2Facpkgo%2Fprod%2FCUSA01402_00%2F46%2Fi_3a66c87a9daa325202f6153ecda1b918ef8d2748018b2ca6a9bc1209901a775c%2Fi%2Ficon0.png&sign=df77f762c36292a7d8d0e460380dee50af578f80,
Game of Thrones: Episode Five,PS4,1.98GB,7/5/2017,,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fgs2-sec.ww.prod.dl.playstation.net%2Fgs2-sec%2Facpkgo%2Fprod%2FCUSA01402_00%2F45%2Fi_83c9373148c99918d99cbd1442fc9af2b755f623edcba7b351e191ccf0a40082%2Fi%2Ficon0.png&sign=ed626e9d0bf4171eb2a2ffcd0c0b3280ec093371,
Game of Thrones: Episode Four,PS4,2.28GB,7/5/2017,,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fgs2-sec.ww.prod.dl.playstation.net%2Fgs2-sec%2Facpkgo%2Fprod%2FCUSA01402_00%2F42%2Fi_08b5b899615d93e725896d0bee9f63b8c7996440175ac03051488eb0bbefea00%2Fi%2Ficon0.png&sign=00cd4ffd0f90a8bef7326d7f22007a9fe58a4b0e,
Game of Thrones: Episode Two,PS4,1.39GB,7/5/2017,,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fgs2-sec.ww.prod.dl.playstation.net%2Fgs2-sec%2Facpkgo%2Fprod%2FCUSA01402_00%2F35%2Fi_213bd11ffcfb43e20d30d287f4d853f8180fee77a840dad5f2ecdbf0854b55cb%2Fi%2Ficon0.png&sign=e3c4d4ec99379000aca90247d1cea48899c0b6ab,
UNCHARTED 2: Among Thieves™ Spanish Language Pack,PS3,911.47MB,7/5/2017,,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fapollo.dl.playstation.net%2Fcdn%2FUP9000%2FNPUA80698_00%2FsTLstmCeucmHnoftdKHkFvlnCdwvkWmz.png&sign=ac460ecbe1b1f20575a41793dd94bb1a52d52a4a,
UNCHARTED 2: Among Thieves™ French Language Pack,PS3,907.92MB,7/5/2017,,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fapollo.dl.playstation.net%2Fcdn%2FUP9000%2FNPUA80698_00%2FsTLstmCeucmHnoftdKHkFvlnCdwvkWmz.png&sign=ac460ecbe1b1f20575a41793dd94bb1a52d52a4a,
UNCHARTED 2: Among Thieves™ GOTY Edition,PS3,18.63GB,7/5/2017,,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fapollo.dl.playstation.net%2Fcdn%2FUP9000%2FNPUA80698_00%2FsTLstmCeucmHnoftdKHkFvlnCdwvkWmz.png&sign=ac460ecbe1b1f20575a41793dd94bb1a52d52a4a,
UNCHARTED 2: Among Thieves™ DLC,PS3,399.46MB,7/5/2017,,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fapollo.dl.playstation.net%2Fcdn%2FUP9000%2FNPUA80698_00%2FsTLstmCeucmHnoftdKHkFvlnCdwvkWmz.png&sign=ac460ecbe1b1f20575a41793dd94bb1a52d52a4a,
Call of Duty®: Modern Warfare® 3 - Free Drop 2: Terminal,PS3,70.74MB,7/12/2017,,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fapollo.dl.playstation.net%2Fcdn%2FUP0002%2FBLUS30838_00%2FKptAwrzkmtNvufYHrJbToSGymijgeGEI.png&sign=0808c2bce657602bb0e6d70d1423bb6eff8f3d25,
Call of Duty®: Modern Warfare® 3 - Free Drop 1: Erosion-Aground,PS3,162.95MB,7/12/2017,,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fapollo.dl.playstation.net%2Fcdn%2FUP0002%2FBLUS30838_00%2FzuNhFzNhBXDADntLNUktRCVAUtBLZCQM.png&sign=141b1a81304eff4da45ab1c87267c8f38cb78af3,
INSIDE,PS4,1.93GB,7/18/2017,,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fgs2-sec.ww.prod.dl.playstation.net%2Fgs2-sec%2Fappkgo%2Fprod%2FCUSA05297_00%2F3%2Fi_952f9effc859d59a3001d7fd720c703828113761081e2e8a06be549077e81076%2Fi%2Ficon0.png&sign=ba40b01f0a291dba6e50089b88256660e0b12926,
KILLZONE™ SHADOW FALL Map Pack,PS4,574.5MB,7/18/2017,,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fgs2-sec.ww.prod.dl.playstation.net%2Fgs2-sec%2Facpkgo%2Fprod%2FCUSA00190_00%2F84%2Fi_c74962b7c37cdf5913e726fabc57f63d8d779690f2044dc90a6851779edfc4c8%2Fi%2Ficon0.png&sign=5e4c3e331d19e13a6d528d7ef6df81f83f96c659,
KILLZONE™ SHADOW FALL Cruiser/Hanger Map Pack,PS4,1.08GB,7/18/2017,,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fgs2-sec.ww.prod.dl.playstation.net%2Fgs2-sec%2Facpkgo%2Fprod%2FCUSA00190_00%2F55%2Fi_23ac950582dacda5bcf978a4d1609cd6cdf625fb27e02e5e7f475b890f76ef8e%2Fi%2Ficon0.png&sign=d5c3960b6675f4f5a4a38c440329dc357729b60e,
KILLZONE™ SHADOW FALL Terminal/Stormgratch Map Pack,PS4,2.1GB,7/18/2017,,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fgs2-sec.ww.prod.dl.playstation.net%2Fgs2-sec%2Facpkgo%2Fprod%2FCUSA00190_00%2F116%2Fi_d6c08781fdd93670b79ff891b1475fa2cb1c3da61b45445d36816f3b3ce05eca%2Fi%2Ficon0.png&sign=4c285ab93fb8ad95c69f6261b65a675fce0163e7,
KILLZONE™ SHADOW FALL: The Statue Map Pack,PS4,863.5MB,7/18/2017,,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fgs2-sec.ww.prod.dl.playstation.net%2Fgs2-sec%2Facpkgo%2Fprod%2FCUSA00190_00%2F130%2Fi_fcc5163825edb2d54e325862e15cfd930c05dd8ea6d2bd15cc430d020d265b6c%2Fi%2Ficon0.png&sign=4dfed83d471558b61ea033cb114f02d602bac0fb,
KILLZONE™ SHADOW FALL: The Academy Map Pack,PS4,937.81MB,7/18/2017,,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fgs2-sec.ww.prod.dl.playstation.net%2Fgs2-sec%2Facpkgo%2Fprod%2FCUSA00190_00%2F137%2Fi_f2147aef7a2ec507e0efe69f8f1f6f6f37d1e5604413ebb16d6975d04d5e928e%2Fi%2Ficon0.png&sign=b6eeb662da72f201cd443d0fa587a4a18f0920e4,
Crash Bandicoot: N. Sane Trilogy Extra Level,PS4,N/A,7/20/2017,,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fgs2-sec.ww.prod.dl.playstation.net%2Fgs2-sec%2Facpkgo%2Fprod%2FCUSA07402_00%2F7%2Fi_6fa9a4ec24c756736a3d3eb5c1a581bb221293878ab6b8cc413eca3a59ec06f9%2Fi%2Ficon0.png&sign=897ee810d654f596fcf4b8e3f39088899dc15be7,
Just Cause 3,PS4,35.85GB,8/1/2017,Yes,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fgs2-sec.ww.prod.dl.playstation.net%2Fgs2-sec%2Fappkgo%2Fprod%2FCUSA01493_00%2F3%2Fi_7c572eecd79c4343f0ab35c9d360155abb9f246dd624972ba66e82d763ffdba5%2Fi%2Ficon0.png&sign=d7d8a76a5c70c953e6fa148a0d5089d905bbee5a,
Assassin's Creed® Freedom Cry,PS4,7.13GB,8/1/2017,Yes,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fgs2-sec.ww.prod.dl.playstation.net%2Fgs2-sec%2Fappkgo%2Fprod%2FCUSA00416_00%2F1%2Fi_90dc05bdb8a536282400d6c17cccad01a19ef7395a084bb58f87153e58694a81%2Fi%2Ficon0.png&sign=3becc01b448df62326d9004bbbaa4aa3bf63bb9d,
Downwell,PS4,53.31MB,8/1/2017,Yes,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fgs2-sec.ww.prod.dl.playstation.net%2Fgs2-sec%2Fappkgo%2Fprod%2FCUSA04550_00%2F2%2Fi_d4e5893c38b6bde41dd9b5f03550835ae8ad1afe84006a66d7c812b71aa26bac%2Fi%2Ficon0.png&sign=3a192010ad4a98917e8a9b30cfb2e2a6829f4e58,
Super Motherload,PS4,375.38MB,8/1/2017,Yes,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fgs2-sec.ww.prod.dl.playstation.net%2Fgs2-sec%2Fappkgo%2Fprod%2FCUSA00045_00%2F5%2Fi_55398793e0b4f4c31d47f51d38d838cfd836314042c6f29b84d9c964b5eef6b0%2Fi%2Ficon0.png&sign=6a166cc9bd6330a213eb6cd82b2960e857d1020a,
Borderlands,PS3,3.27GB,8/16/2017,,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fapollo.dl.playstation.net%2Fcdn%2FUP1001%2FCUSA00345_00%2FN6RkVoczdEIkx4ev2rzxEj6sxw5NPLtt.png&sign=2847fc563439fa77c610d27a0b39e7681915c43d,
The Bureau: XCOM Declassified,PS3,6.87GB,8/16/2017,,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fapollo.dl.playstation.net%2Fcdn%2FUP1001%2FCUSA00345_00%2FN6RkVoczdEIkx4ev2rzxEj6sxw5NPLtt.png&sign=2847fc563439fa77c610d27a0b39e7681915c43d,
The Bureau: XCOM Declassified CodeBreakers,PS3,124.81MB,8/16/2017,,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fapollo.dl.playstation.net%2Fcdn%2FUP1001%2FCUSA00345_00%2FN6RkVoczdEIkx4ev2rzxEj6sxw5NPLtt.png&sign=2847fc563439fa77c610d27a0b39e7681915c43d,
Battleborn,PS4,14.74GB,8/16/2017,,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fgs2-sec.ww.prod.dl.playstation.net%2Fgs2-sec%2Fappkgo%2Fprod%2FCUSA01512_00%2F2%2Fi_27a6e4c291061638d5140a5316f9f4ff205ce81356af2b3b518ba5fb3049810c%2Fi%2Ficon0.png&sign=7bfb3ff56465a2e0f242d59354b0cefc89c3ec25,
Evolve,PS4,21.46GB,8/16/2017,,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fgs2-sec.ww.prod.dl.playstation.net%2Fgs2-sec%2Fappkgo%2Fprod%2FCUSA00345_00%2F3%2Fi_f6ea1d7daeebacb3d8a6a7589fd0105a12a0045792b0a76b2a5563d6e429e17f%2Fi%2Ficon0.png&sign=cd864c43fac4b394dfe9f2495e62517dcfef1665,
Mafia II,PS3,7.2GB,8/16/2017,,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fapollo.dl.playstation.net%2Fcdn%2FUP1001%2FCUSA00345_00%2FN6RkVoczdEIkx4ev2rzxEj6sxw5NPLtt.png&sign=2847fc563439fa77c610d27a0b39e7681915c43d,
BioShock,PS3,11.25GB,8/16/2017,,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fapollo.dl.playstation.net%2Fcdn%2FUP1001%2FCUSA00345_00%2FN6RkVoczdEIkx4ev2rzxEj6sxw5NPLtt.png&sign=2847fc563439fa77c610d27a0b39e7681915c43d,
Borderlands 2 - Mechromancer Pack,PS3,100KB,8/16/2017,,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fapollo.dl.playstation.net%2Fcdn%2FUP1001%2FCUSA00345_00%2FN6RkVoczdEIkx4ev2rzxEj6sxw5NPLtt.png&sign=2847fc563439fa77c610d27a0b39e7681915c43d,
Borderlands 2: Captain Scarlett and her Pirate's Booty,PS3,1.22GB,8/16/2017,,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fapollo.dl.playstation.net%2Fcdn%2FUP1001%2FCUSA00345_00%2FN6RkVoczdEIkx4ev2rzxEj6sxw5NPLtt.png&sign=2847fc563439fa77c610d27a0b39e7681915c43d,
Borderlands 2 Ultimate Vault Hunter Upgrade Pack 2,PS3,603.25MB,8/16/2017,,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fapollo.dl.playstation.net%2Fcdn%2FUP1001%2FCUSA00345_00%2FN6RkVoczdEIkx4ev2rzxEj6sxw5NPLtt.png&sign=2847fc563439fa77c610d27a0b39e7681915c43d,
Borderlands 2 - Creature Slaughter Dome,PS3,100KB,8/16/2017,,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fapollo.dl.playstation.net%2Fcdn%2FUP1001%2FCUSA00345_00%2FN6RkVoczdEIkx4ev2rzxEj6sxw5NPLtt.png&sign=2847fc563439fa77c610d27a0b39e7681915c43d,
Borderlands 2 Headhunter 3: Mercenary Day,PS3,953.54MB,8/16/2017,,https://image.api.np.km.playstation.net/images/?format=png&image=http%3A%2F%2Fapollo.dl.playstation.net%2Fcdn%2FUP1001%2FCUSA00345_00%2FN6RkVoczdEIkx4ev2rzxEj6sxw5NPLtt.png&sign=2847fc563439fa77c610d27a0b39e7681915c43d,
